epoch,loss,val_loss
0,6.058035354654414,5.9848151206970215
1,3.6130525071077395,3.8778018951416016
0,16.214547413090866,45.24571228027344
1,16.43205309207322,44.8941764831543
2,13.743848389508774,39.89299392700195
3,10.212604579498183,38.8952751159668
4,12.65888871719588,30.646018981933594
0,9.695312142372131,26.418245315551758
1,9.381447830076876,21.34418487548828
2,8.28663214892149,24.222972869873047
3,9.440273547172547,15.00590991973877
4,8.001911820577723,13.301421165466309
5,7.400639271034914,15.243369102478027
6,8.209179488713282,15.163410186767578
7,7.050981686206964,17.304733276367188
8,5.8514812760433905,15.730868339538574
9,6.3890517986026305,11.484869003295898
0,15.456626856417367,22.61162567138672
1,10.200702577829361,24.432044982910156
2,7.711981211602688,24.27533721923828
3,6.413649573483887,18.17152976989746
4,6.046794476608436,15.098851203918457
5,3.121908660531044,12.829724311828613
6,5.959580789824001,11.657017707824707
7,5.853055753310522,11.617385864257812
8,4.143569003860906,10.214831352233887
9,5.500553772696909,8.856145858764648
0,18.169394211335614,12.802055358886719
1,10.25391781980341,12.728679656982422
2,9.676086500042775,21.753890991210938
3,7.242357236998422,13.120347023010254
4,5.627781198970203,10.931214332580566
5,6.8861063842115735,9.767715454101562
6,5.402627748038087,9.100276947021484
7,6.010656522477374,8.449980735778809
8,4.0574812388645025,7.682891368865967
9,3.6712785523246834,7.15034294128418
10,3.694023275375366,6.235162258148193
11,4.804641628265381,6.06260347366333
12,4.399773039988109,5.571010589599609
13,3.902168618257229,5.441497325897217
14,4.090323230717331,5.157653331756592
15,4.082890588410047,5.436216831207275
16,2.9260664924427315,5.37973690032959
17,2.748004868175044,4.986114501953125
18,3.0581142168354103,4.692629814147949
19,3.3884700041896894,4.6159257888793945
0,3.8712826394117794,4.576900482177734
1,4.178682058526759,4.392209053039551
2,2.5607641663016945,4.397099494934082
3,3.5503134832932397,4.677576541900635
4,4.64551908250839,4.8014044761657715
5,4.5151303224265575,4.45599365234375
6,2.0111935356897965,4.289931774139404
7,3.957712052298374,4.119983673095703
8,3.091863146015242,3.917268991470337
9,3.4104369894183915,4.192375183105469
10,4.1667498131947855,3.931399345397949
11,3.7893196798738886,3.884035348892212
12,3.1255103864453058,3.8122403621673584
13,3.105457454919815,3.955298662185669
14,3.431292955742942,3.8037168979644775
15,3.352749831852366,3.723991632461548
16,3.0475004399816195,3.6514194011688232
17,3.7248207250876084,3.670175552368164
18,4.050591590111716,3.806171417236328
19,2.2340325926740965,3.9004404544830322
20,3.952197939157486,3.9518866539001465
21,3.2179988153554775,4.053141117095947
22,3.561354282601126,3.901010513305664
23,2.6473702344239927,4.19926118850708
24,4.4944437691010535,3.9312567710876465
25,3.712445092201233,3.755159378051758
26,3.3698811995983124,3.709259510040283
0,2.807839162098734,3.9659736156463623
1,2.7217499466463067,3.9389092922210693
2,3.034601075169833,3.8736283779144287
3,3.1104268882619706,3.648489475250244
4,3.1252429920084337,4.005064487457275
5,3.1432408268575545,3.9547762870788574
6,2.6100888011685335,4.438186168670654
7,3.0702753281721504,5.371646881103516
8,3.3455038880047043,5.094285488128662
9,3.033790717313164,4.285173416137695
10,2.566270711002769,4.777007102966309
11,2.6523299734843406,4.493855953216553
12,2.9143069641930714,4.388519763946533
13,2.7576196111481766,4.40045166015625
0,3.1935192479027643,3.2967441082000732
1,1.3491912975907325,3.297525644302368
2,3.336716365814209,3.2983691692352295
3,3.6379676241623726,3.2966275215148926
4,3.3717069300738247,3.2952327728271484
5,3.1832814693450926,3.2946231365203857
6,3.118050389819675,3.292544364929199
7,3.6884789392352104,3.2921833992004395
8,1.5953683257102966,3.2932913303375244
9,3.1381993889808655,3.2916789054870605
10,3.124694272091514,3.2909433841705322
11,3.574635204515959,3.290282964706421
12,3.1091293228997126,3.293562173843384
13,2.386766055051018,3.2967751026153564
14,2.23038995422815,3.297457456588745
15,3.1700303771279077,3.29571533203125
16,2.4238160503538033,3.2958784103393555
17,2.667412773651235,3.295253276824951
18,3.278863724540262,3.2929575443267822
19,3.9580157504362217,3.293653964996338
20,2.504520038763682,3.2918989658355713
21,2.3679271936416626,3.2893693447113037
22,1.3176224827766418,3.289043426513672
23,2.7543303966522217,3.289250373840332
24,3.271127939224243,3.2895596027374268
25,3.0889663696289062,3.2893552780151367
26,2.0821181605843937,3.2861557006835938
27,2.4910199542840323,3.2856714725494385
28,2.279251138369242,3.2838387489318848
29,3.4157335062821708,3.2865726947784424
30,2.4019255116581917,3.286874294281006
31,2.229441709816456,3.2870326042175293
32,1.969252866857192,3.289250373840332
33,3.324650835990906,3.2891077995300293
34,1.197187371113721,3.2903268337249756
35,3.2839428981145224,3.2933030128479004
36,3.1993011994795366,3.2879068851470947
37,3.207635071542528,3.2871789932250977
38,2.683738589286804,3.2899739742279053
0,19.217834949493408,22.871328353881836
0,13.420909098216466,24.571298599243164
0,23.559749603271484,26.886327743530273
1,15.487641407893253,22.50844383239746
2,14.276306752805356,19.713497161865234
3,12.28680854373508,20.207012176513672
4,10.962640223295793,21.378589630126953
5,10.02983578046163,22.70030975341797
6,9.081492632627487,22.43939781188965
7,8.01469766176664,21.81127166748047
8,7.623544649644331,21.74476432800293
9,7.5887906948725385,22.104530334472656
10,7.020752383816626,21.275190353393555
11,6.642933368682861,20.18608283996582
12,6.587197542190552,19.27802848815918
13,6.451994447147145,18.43136215209961
14,6.410435438156128,17.70916175842285
15,6.028881013393402,17.093488693237305
16,6.103342056274414,16.530935287475586
0,22.831637382507324,27.365894317626953
1,15.204060554504395,22.727643966674805
2,13.08185338973999,29.14375877380371
3,11.300647735595703,34.26582717895508
0,19.358030319213867,27.41921043395996
1,14.258305549621582,24.848875045776367
2,12.37109375,27.428180694580078
3,9.876444339752197,32.5056266784668
4,9.62817096710205,24.751605987548828
5,8.254981517791748,26.68235969543457
6,7.405585765838623,34.70552444458008
7,6.912423610687256,33.459922790527344
8,6.334475040435791,28.633678436279297
9,6.079428434371948,28.907560348510742
10,5.625651121139526,26.149124145507812
11,5.461816072463989,24.2457332611084
12,5.159801959991455,23.007883071899414
13,4.946551322937012,22.25407600402832
14,4.530526638031006,24.514141082763672
15,4.516947507858276,22.830501556396484
16,4.286644458770752,22.451217651367188
17,4.486295700073242,15.732576370239258
18,4.23023796081543,14.817811012268066
19,4.290421009063721,17.778621673583984
20,4.02961277961731,14.696920394897461
21,4.1146533489227295,14.533387184143066
22,3.939964175224304,15.187832832336426
23,3.8293981552124023,12.84254264831543
24,3.813415050506592,12.11941146850586
25,3.9822258949279785,11.124804496765137
26,3.7817952632904053,12.81654167175293
27,3.8625670671463013,10.405533790588379
28,3.726770043373108,9.685548782348633
29,3.705688953399658,9.64262580871582
30,3.683366894721985,9.286835670471191
31,3.6642293632030487,9.32107162475586
32,3.6138322353363037,8.367814064025879
33,3.778314232826233,8.075307846069336
34,3.5376195907592773,7.50010871887207
35,3.526044011116028,8.498929023742676
36,3.569865107536316,7.881893634796143
37,3.610841751098633,7.563930988311768
38,3.612884521484375,6.143452167510986
39,3.399760365486145,5.980715751647949
40,3.547949433326721,5.71796989440918
41,3.467107653617859,6.074309825897217
42,3.4736839532852173,6.080808162689209
43,3.6080111265182495,6.412780284881592
44,3.454329013824463,5.667628765106201
45,3.4200881719589233,5.427815914154053
46,3.5962477922439575,5.296499729156494
47,3.4778572618961334,5.17062520980835
48,3.3476232290267944,5.031522274017334
49,3.423020362854004,6.299552917480469
50,3.4005417823791504,5.737785339355469
51,3.3348641395568848,4.819733619689941
52,3.391536235809326,4.931807994842529
53,3.4085500240325928,5.291138172149658
54,3.3503957986831665,4.485876560211182
55,3.5242552757263184,4.596488952636719
56,3.503760814666748,4.477842330932617
57,3.457542300224304,5.231720447540283
58,3.266623854637146,4.567719459533691
59,3.3096946477890015,4.301900863647461
60,3.3274190425872803,4.362562656402588
61,3.2849286794662476,5.840871810913086
62,3.3444982767105103,4.2320475578308105
63,3.217019200325012,4.18228006362915
64,3.3280564546585083,4.209270000457764
65,3.3571709394454956,4.91901969909668
66,3.3212286233901978,4.139774322509766
67,3.294836163520813,4.041388511657715
68,3.213460922241211,4.164646148681641
69,3.147217869758606,4.153069496154785
70,3.3244361877441406,4.043880462646484
71,3.2270641326904297,4.035614967346191
72,3.327446937561035,3.9511399269104004
73,3.25088632106781,3.997026205062866
74,3.385278970003128,4.16443395614624
75,3.2670973539352417,4.078380584716797
76,3.2874525785446167,4.1671881675720215
77,3.2254427671432495,4.345319747924805
78,3.235015034675598,3.8431808948516846
79,3.177210211753845,3.980964183807373
80,3.1284722089767456,3.9677884578704834
81,3.266932487487793,3.893298625946045
82,3.2233966588974,4.055963039398193
83,3.210978865623474,3.9132204055786133
84,3.198776364326477,3.7544937133789062
85,3.111512541770935,3.8278634548187256
86,3.1853097677230835,3.977980613708496
87,3.183022379875183,3.784278392791748
88,3.2380011081695557,3.666952133178711
89,3.1889902353286743,3.6526918411254883
90,3.1225610971450806,3.7824866771698
91,3.1167043447494507,3.4861621856689453
92,3.1679290533065796,3.889678478240967
93,3.2065303325653076,3.732917547225952
94,3.1727346181869507,3.76857590675354
95,3.1180630922317505,3.6734399795532227
96,3.0943281650543213,3.534505844116211
97,3.052732229232788,3.495944023132324
98,3.106133222579956,3.814035415649414
99,3.299145817756653,3.3799095153808594
100,3.121664583683014,3.347799301147461
101,3.179689049720764,3.3569910526275635
102,3.1100363731384277,3.4764130115509033
103,3.0415050983428955,3.4469547271728516
104,3.023913860321045,3.745211601257324
105,3.1487170457839966,3.692617893218994
